Obs,Date,HHMMSS,Machine,Plot,Species,SampleID,QC,VPDair,Tair,Press,Photo,PARi,Cond,RH_S,CO2S,Tleaf,Ci,BLCond,Trmmol,FTime,EBal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,AHs.Cs
5,20180724,11:16:09,Mariano,11_amb,ARLA2,BNL2972,,0.64981069,14.55851555,101.2234955,10.07743291,250.7253876,346.480738,61.73318481,389.7875061,14.80526257,336.329246,4.447217609,2.13467282,1377.5,0,0.66320547,14.80526257,2.34,2.223608804,1,14.11007595,397.0756836,8.732625961,10.14424419,53.1427269,350.269104,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002134673,287.9552626,287.7085155,40.11606112,-0.434503484,1.690041327,14.68188906,1.676646546,0.321437672,1.026835856,0.2030078,34.04442191,0.862852813,63.09916184,0.016442485
6,20180724,11:17:25,Mariano,11_amb,ARLA2,BNL2972,,0.683064035,14.85167313,101.2202377,5.862163838,125.461174,293.497535,59.61806107,389.989502,14.82507992,352.2096748,4.447217609,1.879130507,1453.499999,0,0.681613185,14.82507992,2.34,2.223608804,1,14.34702969,394.3957825,8.741098404,9.984055519,52.195961,350.234436,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001879131,287.9750799,288.0016731,20.07378739,-0.480310507,1.692201658,14.83837652,1.693652508,0.275327111,1.010588473,0.173624627,35.65074701,0.903126041,61.70273832,0.00931742
7,20180724,11:18:00,Mariano,11_amb,ARLA2,BNL2972,,0.690601697,14.8973341,101.2193222,4.582053343,99.66694641,280.1785,59.22987366,390.7133179,14.85108948,359.0379888,4.447217609,1.815970507,1488.499998,0,0.688074299,14.85108948,2.34,2.223608804,1,14.372756,394.2485657,8.747200012,9.948361397,52.07848358,350.2524109,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001815971,288.0010895,288.0473341,15.94671107,-0.489052259,1.695040696,14.87421179,1.697568094,0.263573166,1.006966398,0.166148754,36.34158187,0.918929487,61.29587263,0.007214097
8,20180724,11:18:36,Mariano,11_amb,ARLA2,BNL2972,,0.702488139,15.01663685,101.2202148,3.751563081,90.43502808,270.739528,58.70173645,390.0281372,14.92514801,362.5316561,4.447217609,1.782341605,1524.499997,0,0.697463799,14.92514801,2.34,2.223608804,1,14.51657486,392.9989014,8.756686211,9.935600281,51.73645401,350.2580261,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001782342,288.075148,288.1666368,14.46960417,-0.485391111,1.703147394,14.97089243,1.708171734,0.255203165,1.005683595,0.160828667,36.69553212,0.929501289,60.8750047,0.00587253
9,20180724,11:19:07,Mariano,11_amb,ARLA2,BNL2972,,0.707561736,15.05376339,101.2181931,3.482164075,78.7308197,265.205511,58.53988266,390.3069458,14.9733839,364.0115163,4.447217609,1.762255107,1555.499996,0,0.703136128,14.9733839,2.34,2.223608804,1,14.51922989,393.0924988,8.766608238,9.932104111,51.6704483,350.2989807,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001762255,288.1233839,288.2037634,12.59693087,-0.493828868,1.708445759,15.01357365,1.712871367,0.250280289,1.005309631,0.157700974,36.84458793,0.932628846,60.63197586,0.005424035
10,20180724,11:19:39,Mariano,11_amb,ARLA2,BNL2972,,0.710236564,15.06893158,101.2242889,2.754023831,69.5995636,260.541212,58.45088577,390.2800293,14.99677181,368.2615919,4.447217609,1.740584233,1587.499996,0,0.706258728,14.99677181,2.34,2.223608804,1,14.51784515,392.5738831,8.774726868,9.926088333,51.67096329,350.2408752,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001740584,288.1467718,288.2189316,11.13592993,-0.498350631,1.711019962,15.0328517,1.714997797,0.246122096,1.004761233,0.155059896,37.27701778,0.943582977,60.4771482,0.004276751
11,20180724,11:20:50,Mariano,11_amb,ARLA2,BNL2972,,0.711961333,15.06677818,101.2229233,2.472218902,60.56801605,249.044756,58.19019318,389.9788818,14.94642162,369.0783758,4.447217609,1.665624175,1658.499994,0,0.705340985,14.94642162,2.34,2.223608804,1,14.51780605,392.0647888,8.778642654,9.880581856,51.70048904,350.2053833,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001665624,288.0964216,288.2167782,9.690882352,-0.480262821,1.705482365,15.0065999,1.712102712,0.235837808,1.000141379,0.148530899,37.35919211,0.946406057,60.30541576,0.003830352
12,20180724,11:21:46,Mariano,11_amb,ARLA2,BNL2972,,0.714960383,15.06757545,101.222168,1.619459498,49.90148926,239.806314,57.99995041,390.0445251,14.94163895,374.4365955,4.447217609,1.613116789,1714.499993,0,0.708034431,14.94163895,2.34,2.223608804,1,14.51840591,391.5466919,8.781858444,9.84885788,51.71638489,350.2829285,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001613117,288.0916389,288.2175755,7.984238103,-0.475145474,1.704957178,15.0046072,1.71188313,0.227536893,0.996922747,0.143264239,37.90128396,0.959984236,60.06374311,0.002496985
13,20180724,11:22:18,Mariano,11_amb,ARLA2,BNL2972,,0.715444173,15.06604004,101.2244263,0.900584673,38.98583603,236.269436,57.92387009,390.1817932,14.92642975,379.4739321,4.447217609,1.589873896,1746.499992,0,0.707771342,14.92642975,2.34,2.223608804,1,14.518507,391.1980896,8.782826424,9.834747314,51.72835159,350.1895142,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001589874,288.0764297,288.21604,6.237733625,-0.479611651,1.703287996,14.99623489,1.710960827,0.224350272,0.995516654,0.141243188,38.41203106,0.972556738,60.00991079,0.001386069
14,20180724,11:24:17,Mariano,11_amb,ARLA2,BNL2972,,0.719042927,15.07662392,101.2237473,0.385530609,30.49119186,226.273281,57.69534302,390.2272949,14.92213917,383.0121666,4.447217609,1.5318443,1865.499989,0,0.710552886,14.92213917,2.34,2.223608804,1,14.52093029,390.8842163,8.789322853,9.802684784,51.73103333,350.2576599,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001531844,288.0721392,288.2266239,4.878590589,-0.469217322,1.702817373,14.99938154,1.711307414,0.215317959,0.992264487,0.135516902,38.76992674,0.981510447,59.75650522,0.00059055
15,20180724,11:24:54,Mariano,11_amb,ARLA2,BNL2972,,0.720302335,15.08708477,101.2248154,-0.975496409,20.78427124,223.971557,57.66357422,390.4353638,14.93673611,393.2657028,4.447217609,1.520166429,1902.499989,0,0.71203326,14.93673611,2.34,2.223608804,1,14.52149391,390.1801453,8.798015594,9.803778648,51.74790573,350.2132568,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001520166,288.0867361,288.2370848,3.325483324,-0.477511988,1.704418943,15.01191044,1.712688019,0.213232694,0.992385684,0.134195368,39.80824815,1.007249187,59.69036087,-0.001490224
16,20180724,11:25:34,Mariano,11_amb,ARLA2,BNL2972,,0.720691027,15.09792137,101.2246246,-0.900802315,9.843405724,218.40864,57.62466812,390.1128235,14.93334961,392.5580167,4.447217609,1.483356336,1942.499988,0,0.711639602,14.93334961,2.34,2.223608804,1,14.52061653,389.897583,8.822571754,9.804014206,51.85608673,350.2012329,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001483356,288.0833496,288.2479214,1.574944881,-0.477363462,1.70404726,15.01563549,1.713098685,0.208184432,0.992407658,0.130996782,39.73653789,1.006267913,59.65588296,-0.001376538
17,20180724,11:26:41,Mariano,11_amb,ARLA2,BNL2972,,0.722823173,15.10453129,101.2232742,-1.939383168,5.034330368,210.362501,57.61373901,389.9076233,14.96962738,400.7544525,4.447217609,1.438772863,2009.499986,0,0.715391357,14.96962738,2.34,2.223608804,1,14.51517963,388.9865723,8.854484558,9.806452751,52.02084351,350.1916199,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001438773,288.1196274,288.2545313,0.805492841,-0.470504597,1.708032613,15.03707933,1.715464429,0.200861348,0.992641256,0.126358734,40.56567784,1.027818972,59.46705723,-0.002953406
2,20180724,10:22:01,Mariano,11_amb,ARLA2,BNL2971,,0.480077746,15.22142792,101.2408447,13.5521547,499.0606995,113.271444,71.45410919,389.8795166,14.94320679,191.8806396,4.210087147,0.513819944,592.0000143,0,0.464742443,14.94320679,2.88,2.105043573,1,15.13595009,401.1841736,11.8346529,12.2518425,69.02101135,350.3613586,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00051382,288.0932068,288.3714279,79.84971013,0.48518223,1.705129327,15.08231735,1.72046463,0.110303747,1.240386884,0.069200467,19.42615803,0.492153682,73.06673796,0.025684167
3,20180724,10:22:50,Mariano,11_amb,ARLA2,BNL2971,,0.479985354,15.37327003,101.2409744,11.83273944,375.6871643,118.945064,71.07048035,390.2245178,14.88768387,224.9779538,4.210087147,0.525493813,641.0000132,0,0.453225725,14.88768387,2.88,2.105043573,1,15.35730839,400.1210938,11.87875175,12.30545712,68.60603333,350.3117065,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000525494,288.0376839,288.52327,60.10994495,0.338884578,1.699042194,15.13047695,1.725801823,0.115676914,1.245816469,0.072584759,22.77698727,0.576534645,73.67469969,0.02255966
4,20180724,10:24:00,Mariano,11_amb,ARLA2,BNL2971,,0.486973834,15.59109497,101.2389908,10.23204741,249.2202301,122.547096,70.43309784,389.8405762,14.90664577,250.6220704,4.210087147,0.536075752,711.0000116,0,0.449108302,14.90664577,2.88,2.105043573,1,15.65999413,398.4238892,11.93163681,12.36688137,67.95425415,350.3329163,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000536076,288.0566458,288.741095,39.87523593,0.188300763,1.701118891,15.24887037,1.738984423,0.119080893,1.252010589,0.074729402,25.37272548,0.642883491,73.96627706,0.01957852
5,20180724,10:25:30,Mariano,11_amb,ARLA2,BNL2971,,0.495612906,15.90458488,101.2390213,6.50313504,124.010994,128.658267,69.49781799,389.7780762,14.89703751,304.3517681,4.210087147,0.55019658,801.0000096,0,0.439647283,14.89703751,2.88,2.105043573,1,16.06641388,395.2999878,12.00329781,12.44993305,67.00461578,350.3616028,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000550197,288.0470375,289.0545849,19.84175859,0.048545064,1.70006632,15.4008112,1.756031943,0.124843121,1.260419037,0.078360977,30.81227514,0.780833471,74.53391041,0.012502272
6,20180724,10:26:05,Mariano,11_amb,ARLA2,BNL2971,,0.498186445,15.96062279,101.2389679,4.994112616,100.4113235,125.003025,69.45666504,390.6620789,14.9534626,322.5956647,4.210087147,0.537984184,836.0000088,0,0.442064094,14.9534626,2.88,2.105043573,1,16.08406067,394.9401855,12.05048466,12.48720455,67.02753448,350.3497009,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000537984,288.1034626,289.1106228,16.06581141,0.02240778,1.706255795,15.45704269,1.762378146,0.121398542,1.264191701,0.0761899,32.65925214,0.825766518,74.46401846,0.00955845
7,20180724,10:26:36,Mariano,11_amb,ARLA2,BNL2971,,0.497507293,15.98329449,101.2397232,4.502562621,88.93632507,122.084103,69.53215027,390.3297729,14.97550678,327.3257647,4.210087147,0.524853563,867.0000081,0,0.441279546,14.97550678,2.88,2.105043573,1,16.08658218,394.1993103,12.09276676,12.51879883,67.1658783,350.3621521,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000524854,288.1255068,289.1332945,14.22981169,0.012326015,1.708679274,15.47940063,1.764907021,0.118643674,1.267399728,0.074453908,33.13836982,0.838587747,74.52762556,0.008628886
8,20180724,10:27:11,Mariano,11_amb,ARLA2,BNL2971,,0.499615968,16.01054001,101.2379761,4.212863544,79.57830811,121.259425,69.60809326,390.1681824,15.04889297,330.6423948,4.210087147,0.526759365,902.0000073,0,0.445775098,15.04889297,2.88,2.105043573,1,16.08692932,393.8008728,12.12686539,12.55451679,67.23699951,350.2901917,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000526759,288.198893,289.16054,12.73252901,-0.004267386,1.716768968,15.52971649,1.770609839,0.117864673,1.270993871,0.073963077,33.47356685,0.847435567,74.38299451,0.008059451
9,20180724,10:27:43,Mariano,11_amb,ARLA2,BNL2971,,0.498035491,16.02795219,101.2388153,3.696354186,70.20370483,119.063371,69.70716858,390.369873,15.06044769,336.9158806,4.210087147,0.515227582,934.0000066,0,0.443826855,15.06044769,2.88,2.105043573,1,16.08233643,393.5737915,12.16805744,12.58626842,67.39096832,350.3445129,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000515228,288.2104477,289.1779522,11.23259252,-0.011772395,1.718045759,15.54419994,1.772254396,0.115788806,1.274218904,0.072655247,34.10896461,0.863068346,74.50040647,0.007075817
10,20180724,10:28:26,Mariano,11_amb,ARLA2,BNL2971,,0.49827937,16.0516243,101.239769,3.198320218,60.23877716,116.335689,69.8780365,390.0505371,15.12995529,342.4093858,4.210087147,0.506768487,977.0000057,0,0.446469652,15.12995529,2.88,2.105043573,1,16.08400917,392.8421326,12.22477055,12.63608456,67.60344696,350.3529968,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000506768,288.2799553,289.2016243,9.63820413,-0.02543735,1.725743933,15.59078979,1.777553651,0.113207471,1.279274281,0.071029224,34.66544712,0.877859029,74.44526247,0.006120424
11,20180724,10:29:17,Mariano,11_amb,ARLA2,BNL2971,,0.492625792,16.05852699,101.2379837,2.43982687,48.96337128,117.842036,70.07427979,389.9188843,15.09678268,353.3931764,4.210087147,0.504155615,1028.000005,0,0.438633749,15.09678268,2.88,2.105043573,1,16.0843792,392.0865173,12.26812267,12.67738056,67.81210327,350.2830505,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000504156,288.2467827,289.208527,7.834139229,-0.035732126,1.722066196,15.57765484,1.776058239,0.114633401,1.283432447,0.071927404,35.77681264,0.906324855,74.84884021,0.004692908
12,20180724,10:29:59,Mariano,11_amb,ARLA2,BNL2971,,0.490024906,16.06033897,101.2380066,1.902909453,40.15779877,114.463965,70.18956757,390.1407166,15.0889864,360.3106305,4.210087147,0.486599114,1070.000004,0,0.435510016,15.0889864,2.88,2.105043573,1,16.08181572,391.8612671,12.30472946,12.69970512,68.00659943,350.3020935,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000486599,288.2389864,289.210339,6.425247659,-0.040056094,1.721202847,15.57466269,1.775717737,0.111434287,1.285692831,0.069912434,36.47712998,0.923540187,74.99573703,0.003663643
13,20180724,10:30:43,Mariano,11_amb,ARLA2,BNL2971,,0.487258006,16.05806923,101.2378464,1.065321941,29.74950409,113.155786,70.33958435,390.2555847,15.08764076,372.2084246,4.210087147,0.478195591,1114.000003,0,0.432799825,15.08764076,2.88,2.105043573,1,16.08330536,391.2849731,12.33683872,12.72502422,68.1938324,350.2651062,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000478196,288.2376408,289.2080692,4.759920548,-0.050592798,1.721053872,15.572855,1.775512053,0.110194067,1.288254047,0.069131398,37.68157931,0.953755537,75.1413675,0.00205301
14,20180724,10:31:46,Mariano,11_amb,ARLA2,BNL2971,,0.48101328,16.07194138,101.2367096,0.425946957,19.71274185,115.180775,70.66099548,389.9598694,15.0876236,381.2803421,4.210087147,0.478639367,1177.000001,0,0.425764856,15.0876236,2.88,2.105043573,1,16.08035088,390.463501,12.4061718,12.79463863,68.51560974,350.311554,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000478639,288.2376236,289.2219414,3.154038626,-0.062552311,1.721051972,15.57978249,1.776300396,0.11211354,1.295287116,0.070340227,38.59956726,0.977742511,75.55598978,0.000825575
15,20180724,10:32:29,Mariano,11_amb,ARLA2,BNL2971,,0.479374258,16.09531212,101.2352066,-0.296532112,9.130695343,112.613358,70.83679199,390.3060913,15.12608528,391.9594007,4.210087147,0.467289295,1220,0,0.424866396,15.12608528,2.88,2.105043573,1,16.08332443,390.2122498,12.46657753,12.84580898,68.74555969,350.3151855,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000467289,288.2760853,289.2453121,1.460911222,-0.073420767,1.725314523,15.6106987,1.779822385,0.109679597,1.300448126,0.068807426,39.68009091,1.00423593,75.65222831,-0.000574622
16,20180724,10:33:01,Mariano,11_amb,ARLA2,BNL2971,,0.477033624,16.11400604,101.236084,-0.528444145,3.332679749,113.943917,71.04250336,390.1377563,15.15984631,395.0737965,4.210087147,0.470920006,1252,0,0.423282347,15.15984631,2.88,2.105043573,1,16.08279037,389.8544006,12.51628208,12.89837933,68.93796539,350.3705444,NA,-2.6833992,-0.58582443,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00047092,288.3098463,289.264006,0.533228748,-0.083445175,1.729063759,15.63692617,1.782815037,0.110941344,1.305781413,0.069601993,39.99572404,1.012652044,75.80195245,-0.001026297
4,20180724,12:05:02,Jorge,12_amb,ARLA2,BNL2965,,0.629377151,14.42204571,100.9386902,14.88879212,500.25177,261.052413,64.25100708,389.9454346,15.16455746,290.4009398,4.381348036,1.65881572,2192.500023,0,0.670226055,15.16455746,2.49,2.190674018,1,13.9123621,401.0151672,9.325533867,10.49509811,57.09115601,349.4550781,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001658816,288.3145575,287.5720457,80.04028141,-0.005857071,1.729587512,14.79330158,1.688738608,0.24637286,1.059361457,0.155237884,29.31269049,0.744721989,62.91608685,0.024308434
5,20180724,12:06:10,Jorge,12_amb,ARLA2,BNL2965,,0.620151214,14.32597923,100.9394379,13.19170246,374.6222534,257.435434,64.83013916,389.9802856,15.14469528,300.2072811,4.381348036,1.624564636,2260.500021,0,0.665093563,15.14469528,2.49,2.190674018,1,13.71522522,399.8302612,9.378740311,10.52400112,57.77482986,349.4919739,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001624565,288.2946953,287.4759792,59.93955921,-0.156673045,1.72738032,14.73533726,1.682437971,0.243148713,1.062286757,0.153190034,30.3027542,0.769801172,63.12418849,0.021577659
6,20180724,12:07:19,Jorge,12_amb,ARLA2,BNL2965,,0.618326315,14.31850243,100.9362869,10.53192726,250.7213745,253.008658,64.74478912,390.0153503,15.08245659,316.4010178,4.381348036,1.586248822,2329.50002,0,0.660147414,15.08245659,2.49,2.190674018,1,13.71571255,397.9607239,9.386558533,10.5049696,57.85008621,349.4482117,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001586249,288.2324566,287.4685024,40.11541903,-0.293483926,1.720480039,14.70047951,1.67865894,0.239195871,1.060332625,0.150679942,31.93634392,0.81125273,63.21814605,0.017214586
7,20180724,12:09:00,Jorge,12_amb,ARLA2,BNL2965,,0.62209155,14.45564938,100.9344711,6.290253673,125.8642654,244.993267,64.27036285,389.9100647,15.04503155,343.0377141,4.381348036,1.525193498,2430.500017,0,0.654367206,15.04503155,2.49,2.190674018,1,13.91245937,394.8154602,9.446193695,10.52143288,57.70196533,349.4826355,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001525193,288.1950315,287.6056494,20.13828202,-0.414142055,1.716342468,14.75034046,1.684066813,0.232019364,1.061975263,0.146124468,34.62433026,0.879786764,63.38944103,0.010277437
8,20180724,12:10:01,Jorge,12_amb,ARLA2,BNL2965,,0.622479044,14.50398827,100.9325714,4.662107093,99.52934265,239.559047,64.58322144,390.1952515,15.16117096,353.6906788,4.381348036,1.503125863,2491.500016,0,0.658670207,15.16117096,2.49,2.190674018,1,13.91474724,393.9350281,9.54683876,10.6064949,58.13078308,349.4610596,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001503126,288.311171,287.6539883,15.92469447,-0.444806291,1.729211011,14.83257961,1.693019848,0.227139724,1.070540804,0.143028224,35.69890969,0.906445369,63.37597121,0.007600229
9,20180724,12:11:45,Jorge,12_amb,ARLA2,BNL2965,,0.585406611,13.96263409,100.9304352,4.72552882,90.57164001,227.872679,67.55544281,389.8948669,15.22123146,351.3657214,4.381348036,1.424216243,2595.500014,0,0.654366865,15.22123146,2.49,2.190674018,1,12.77340698,393.6577759,9.711653709,10.71562004,61.22560883,349.4437561,NA,-1.087740541,-0.302400053,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001424216,288.3712315,287.1126341,14.49146208,-0.476788842,1.735899059,14.59193277,1.666938805,0.216607009,1.081532194,0.136348378,35.46349516,0.90118068,63.66029854,0.007744555
