Obs,Date,HHMMSS,Machine,Plot,Species,SampleID,QC,VPDair,Tair,Press,Photo,PARi,Cond,RH_S,CO2S,Tleaf,Ci,BLCond,Trmmol,FTime,EBal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,AHs.Cs
16,20190729,11:01:12,Derek,21_zpw,ERAN6,BNL15574,,0.555523046,16.69495583,101.2706451,1.748721016,53.87828445,251.541873,65.51044464,390.1652222,14.96526527,375.7646563,4.947826362,1.098804776,2286.500067,0,0.458081422,14.96526527,1.2,2.473913181,1,17.22298622,390.911377,11.96605587,12.33794403,63.5358429,350.1852112,29.01255798,3.121190548,0.002297834,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001098805,288.1152653,289.8449558,8.62052532,-0.152068644,1.707552974,15.83011055,1.804994598,0.23937245,1.249471552,0.150655519,38.05392917,0.963091109,74.09285008,0.003324909
17,20190729,11:02:02,Derek,21_zpw,ERAN6,BNL15574,,0.555933137,16.7260952,101.2693329,0.954816016,39.47379303,259.074975,65.56321716,390.0528564,15.00150013,381.0769085,4.947826362,1.131378617,2336.500066,0,0.458586999,15.00150013,1.2,2.473913181,1,17.22306252,390.5312195,11.98963165,12.37248993,63.53440857,350.2227478,32.50473785,3.121190548,0.002297834,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001131379,288.1515001,289.8760952,6.315806744,-0.178427607,1.7115408,15.86379766,1.808886938,0.246184421,1.252953801,0.154973703,38.59140431,0.976987868,74.16114921,0.001816615
18,20190729,11:02:37,Derek,21_zpw,ERAN6,BNL15574,,0.553483038,16.74752045,101.268837,-0.674785069,4.733366013,266.470268,65.65903473,390.4407959,14.9989109,391.8481073,4.947826362,1.15235608,2371.500065,0,0.45476216,14.9989109,1.2,2.473913181,1,17.22340965,390.363739,12.01750088,12.40750313,63.59519196,350.1697388,32.61973572,3.121190548,0.002297834,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001152356,288.1489109,289.8975204,0.757338545,-0.221800899,1.711255572,15.87321568,1.80997645,0.25285263,1.256493412,0.159202421,39.6820021,1.003604417,74.40831472,-0.001285367
4,20190729,11:48:35,Derek,21_zpw,ERAN6,BNL15577,,0.454494297,12.79801273,101.2629852,15.89670246,2000.330078,126.388452,76.30413818,389.8505249,14.85628891,181.514897,4.816087216,0.695307901,1560.500012,0,0.563721654,14.85628891,1.5,2.408043608,1,11.61910057,396.7765503,10.88316822,11.17769814,74.29354095,350.1525269,17.74599266,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.000695308,288.0062889,285.9480127,320.0528053,1.915736282,1.695608735,13.82715082,1.586381379,0.123156461,1.131887081,0.077256781,18.38074034,0.465601264,67.14550095,0.027696088
5,20190729,11:50:40,Derek,21_zpw,ERAN6,BNL15577,,0.458958608,13.35679054,101.2665329,15.38263473,1749.589966,202.504522,74.98956299,389.789856,14.80486012,261.0945938,4.816087216,1.043718299,1685.500009,0,0.53624212,14.80486012,1.5,2.408043608,1,12.9831543,396.553772,10.95123863,11.39325428,72.0802536,350.1551208,17.97253609,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001043718,287.9548601,286.5067905,279.9343883,1.563894118,1.68999748,14.08082533,1.612713968,0.194333289,1.153755359,0.122166927,26.44014427,0.669834245,69.11636177,0.027581131
6,20190729,11:51:54,Derek,21_zpw,ERAN6,BNL15577,,0.475242017,13.82409573,101.2666931,14.30221251,1500.406006,223.43793,73.27976227,390.0320435,14.80864716,280.727441,4.816087216,1.129556563,1759.500008,0,0.528144152,14.80864716,1.5,2.408043608,1,13.55865002,396.3475037,10.99895573,11.47727776,70.22579193,350.1591797,19.40843582,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001129557,287.9586472,286.9740957,240.0649556,1.285923144,1.690410116,14.31637144,1.637507981,0.21353134,1.162265964,0.134313126,28.42833961,0.719754814,69.71513584,0.025829568
7,20190729,11:52:52,Derek,21_zpw,ERAN6,BNL15577,,0.488933202,14.18786335,101.2682953,13.5306882,1250.456543,236.899081,71.96839905,389.9892883,14.82311344,291.9150814,4.816087216,1.183408371,1817.500007,0,0.52326375,14.82311344,1.5,2.408043608,1,14.03493023,395.9826965,11.03981209,11.54086208,68.84387207,350.1898499,19.07052231,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001183408,287.9731134,287.3378633,200.0730424,1.008962207,1.69198718,14.5054884,1.657656631,0.225792545,1.168723429,0.142077864,29.56174266,0.748520767,70.10161762,0.024560635
8,20190729,11:54:00,Derek,21_zpw,ERAN6,BNL15577,,0.50832476,14.61639881,101.2696152,13.53786284,1001.090698,234.628793,70.19274139,390.0821228,14.81382942,291.0983607,4.816087216,1.163160197,1885.500005,0,0.519055068,14.81382942,1.5,2.408043608,1,14.67956161,396.0759277,11.0797596,11.57227516,67.20534515,350.1513062,16.76640892,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00116316,287.9638294,287.7663988,160.1745081,0.762600216,1.69097492,14.71511412,1.680244612,0.223729215,1.171919852,0.140770805,29.47941896,0.746248914,70.3106821,0.02464115
9,20190729,11:55:44,Derek,21_zpw,ERAN6,BNL15577,,0.538447452,15.24929237,101.267952,12.83587474,750.6794434,232.247194,67.6231842,390.1577454,14.80622959,295.2720153,4.816087216,1.141066768,1989.500003,0,0.51415809,14.80622959,1.5,2.408043608,1,15.59444809,395.8473206,11.1294899,11.61264324,64.80966949,350.1422424,16.02923965,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001141067,287.9562296,288.3992924,120.1087083,0.530697987,1.690146688,15.02776098,1.71443605,0.221562728,1.175988598,0.139398572,29.90159226,0.756801624,70.56200615,0.023430405
10,20190729,11:57:10,Derek,21_zpw,ERAN6,BNL15577,,0.560782171,15.69241905,101.2646255,11.49868009,500.4372253,232.621595,65.92952728,390.0176086,14.83008099,304.8188353,4.816087216,1.140679682,2075.500001,0,0.51316145,14.83008099,1.5,2.408043608,1,16.14815331,395.1336975,11.16562271,11.64854717,63.19622803,350.1766357,15.87000179,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00114068,287.980081,288.8424191,80.06995426,0.276066371,1.692747218,15.26125002,1.740367939,0.221903448,1.179585768,0.139614369,30.86736522,0.78155147,70.66545686,0.021007529
11,20190729,11:57:57,Derek,21_zpw,ERAN6,BNL15577,,0.571021637,15.89242458,101.2651672,10.01893665,376.0365295,227.434389,65.1317749,390.0856934,14.82581806,313.8830217,4.816087216,1.113781068,2122.5,0,0.511963954,14.82581806,1.5,2.408043608,1,16.37456703,394.5638428,11.18414497,11.65571785,62.49663544,350.1470947,16.37215805,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001113781,287.9758181,289.0424246,60.16584338,0.157628221,1.692282171,15.35912132,1.751339854,0.21717838,1.180318217,0.136622115,31.78541669,0.804651458,70.6957234,0.018289118
12,20190729,11:59:02,Derek,21_zpw,ERAN6,BNL15577,,0.581354563,16.11631393,101.263649,6.638648086,200.0114746,225.415853,64.27574158,389.9039917,14.80762196,337.946262,4.816087216,1.097348983,2187.999998,0,0.508718005,14.80762196,1.5,2.408043608,1,16.52991295,392.9311829,11.20375347,11.6683569,61.71644592,350.1517639,17.21546173,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001097349,287.957622,289.2663139,32.00183522,-0.020225037,1.690298402,15.46196795,1.76293496,0.215337052,1.181580397,0.135456283,34.22167165,0.866742247,70.83577092,0.012118596
13,20190729,12:00:15,Derek,21_zpw,ERAN6,BNL15577,,0.600725998,16.44076729,101.2618179,3.753530155,99.86068726,224.736436,63.13205719,390.0103455,14.88059235,359.1563935,4.816087216,1.104476756,2260.999997,0,0.513462877,14.88059235,1.5,2.408043608,1,16.94633675,391.8030701,11.23272705,11.70039463,60.60865402,350.1057129,18.06583786,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001104477,288.0305923,289.5907673,15.9777096,-0.1179959,1.698266108,15.66067982,1.785529229,0.21471695,1.184803231,0.135063696,36.36882933,0.920889401,70.69625894,0.006822341
14,20190729,12:00:46,Derek,21_zpw,ERAN6,BNL15577,,0.605403696,16.49490929,101.2629242,3.370521123,83.88951111,223.366625,62.98420715,390.1687927,14.93094158,361.9658979,4.816087216,1.10707614,2291.999996,0,0.517674899,14.93094158,1.5,2.408043608,1,16.95526314,391.797821,11.24442196,11.71315289,60.46373749,350.1290588,16.6772747,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001107076,288.0809416,289.6449093,13.42232148,-0.136702055,1.703783012,15.71292543,1.791511809,0.213466217,1.186108113,0.134271901,36.65372528,0.92771617,70.54253374,0.006108696
15,20190729,12:01:20,Derek,21_zpw,ERAN6,BNL15577,,0.60930235,16.52890205,101.2632675,2.704546128,70.24545288,214.741985,62.83621979,390.1174011,14.96095657,366.057688,4.816087216,1.073419797,2325.999995,0,0.521196452,14.96095657,1.5,2.408043608,1,16.95272255,391.4553833,11.25643539,11.71088886,60.39779663,350.151062,14.42007542,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00107342,288.1109566,289.6789021,11.23927221,-0.14135233,1.707079323,15.74492931,1.795185222,0.205575679,1.185882872,0.12927805,37.06819759,0.938326993,70.34821303,0.004886489
16,20190729,12:02:08,Derek,21_zpw,ERAN6,BNL15577,,0.611512455,16.5561161,101.261261,1.868256417,54.67504883,211.46395,62.76315308,390.1602478,14.98390007,372.3158752,4.816087216,1.061516852,2373.999994,0,0.52304687,14.98390007,1.5,2.408043608,1,16.95034981,391.1379395,11.26838684,11.71776772,60.35616684,350.17453,13.90037346,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001061517,288.1339001,289.7061161,8.748007617,-0.155035069,1.709602805,15.77000809,1.79806839,0.20256956,1.186555935,0.127376126,37.70117501,0.954263991,70.26700471,0.003369211
17,20190729,12:02:47,Derek,21_zpw,ERAN6,BNL15577,,0.612713554,16.57866287,101.2623825,1.163895761,39.83614349,210.168421,62.73431778,390.2759094,15.00231266,377.8779032,4.816087216,1.057048032,2412.999993,0,0.523918029,15.00231266,1.5,2.408043608,1,16.95304489,390.9512329,11.28154373,11.72905731,60.34073257,350.1513367,13.31968594,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001057048,288.1523127,289.7286629,6.373782817,-0.170237769,1.711630317,15.79048777,1.800425842,0.201380415,1.187712288,0.126623867,38.26481677,0.968232714,70.24462471,0.002096615
18,20190729,12:03:22,Derek,21_zpw,ERAN6,BNL15577,,0.61242482,16.60053062,101.2628555,-0.647350989,2.730057001,214.053991,62.72919846,390.481842,15.00243187,392.2476436,4.816087216,1.072595753,2447.999992,0,0.522375831,15.00243187,1.5,2.408043608,1,16.95020103,390.3839417,11.29025078,11.74436188,60.30369186,350.1341858,13.20853043,3.230356455,0.012497429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001072596,288.1524319,289.7505306,0.43680911,-0.215870631,1.711643451,15.80148125,1.80169244,0.20494508,1.18926762,0.128879051,39.72011647,1.004522109,70.35512592,-0.001165824
4,20190729,13:05:10,Derek,21_amb,ERAN6,BNL15580,,0.687781478,13.62065315,101.2429428,17.38679827,2000.375854,295.232204,61.13145447,389.9561768,15.14619064,286.7720696,4.947826362,2.149367592,276.5000503,0,0.77070107,15.14619064,1.2,2.473913181,1,12.96905804,396.2015991,8.721387863,9.450983047,56.41224289,350.1756592,31.66050529,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002149368,288.2961906,286.7706532,320.0601296,1.45892005,1.727546407,14.3834219,1.644626814,0.278607927,0.956845336,0.175550941,29.03364824,0.735395633,57.33399246,0.02587806
5,20190729,13:05:44,Derek,21_amb,ERAN6,BNL15580,,0.682703602,13.69142437,101.242836,16.85436056,1750.044312,299.575219,60.8345108,390.078186,14.97502518,291.3244928,4.947826362,2.126200497,310.5000496,0,0.75203513,14.97502518,1.2,2.473913181,1,13.16281605,396.1381836,8.726744652,9.448482513,56.18756866,350.1733093,31.43905258,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.0021262,288.1250252,286.8414244,280.0070836,1.204750513,1.708626296,14.33322477,1.639294768,0.282472409,0.956591166,0.178006101,29.49451785,0.746836155,57.9452025,0.02533544
6,20190729,13:06:24,Derek,21_amb,ERAN6,BNL15580,,0.68508594,13.88259029,101.2443161,16.6810607,1499.034424,301.944489,60.1725769,390.2453613,14.8554554,293.231312,4.947826362,2.100516352,350.5000487,0,0.737507843,14.8554554,1.2,2.473913181,1,13.57172108,396.243103,8.749294281,9.462356567,55.63810349,350.1473389,32.45808792,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002100516,288.0054554,287.0325903,239.8455025,0.955316392,1.695517663,14.36902285,1.643095759,0.284577926,0.958009819,0.179344,29.68800365,0.751402428,58.45992346,0.025283608
7,20190729,13:07:42,Derek,21_amb,ERAN6,BNL15580,,0.701471382,14.30669308,101.2462082,15.89695963,1249.767456,298.060057,58.77958298,390.0551758,14.81115532,296.3455735,4.947826362,2.050384441,428.5000469,0,0.728765784,14.81115532,1.2,2.473913181,1,14.13056374,395.7776184,8.804728508,9.500777245,54.47325516,350.1313782,32.47570801,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002050384,287.9611553,287.4566931,199.9627885,0.726447289,1.690683455,14.5589242,1.663389053,0.281124922,0.961917671,0.17714996,30.00386563,0.759752958,58.80467043,0.02423574
8,20190729,13:09:06,Derek,21_amb,ERAN6,BNL15580,,0.723287687,14.84717751,101.247879,15.24747881,999.4673462,297.952364,57.19459534,389.9111938,14.80872726,299.8601818,4.947826362,2.028420384,513.0000451,0,0.72119154,14.80872726,1.2,2.473913181,1,14.90623569,395.4075317,8.884332657,9.572815895,53.08111954,350.161499,32.46905518,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00202842,287.9587273,287.9971775,159.9147718,0.493217927,1.690418846,14.82795238,1.692514993,0.281029117,0.969227306,0.177089092,30.36020741,0.769047379,59.22417666,0.023409387
9,20190729,13:10:31,Derek,21_amb,ERAN6,BNL15580,,0.745619719,15.40631199,101.2481689,14.00800076,750.5328369,300.380869,55.63121033,389.9232788,14.80169964,307.4846384,4.947826362,2.01917583,598.0000432,0,0.712406488,14.80169964,1.2,2.473913181,1,15.6845541,394.9936829,8.966694832,9.651993752,51.68135071,350.1572876,32.00886154,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002019176,287.9516996,288.556312,120.0852512,0.2594964,1.689653182,15.10400581,1.722866413,0.283188586,0.977246694,0.17846116,31.13225661,0.788577279,59.71981313,0.021666732
10,20190729,13:12:05,Derek,21_amb,ERAN6,BNL15580,,0.769649602,15.9385643,101.2479401,12.10927783,499.0442505,299.945139,54.12824249,390.0107727,14.8173542,318.0844781,4.947826362,2.002756123,692.0000411,0,0.707550126,14.8173542,1.2,2.473913181,1,16.48549461,394.4287109,9.037092209,9.716830254,50.34171677,350.1282349,31.67198181,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.002002756,287.9673542,289.0885643,79.84707829,0.021791397,1.691359173,15.37795925,1.75345865,0.282801274,0.983809047,0.17821506,32.20539818,0.815578698,60.02977503,0.018797633
11,20190729,13:12:48,Derek,21_amb,ERAN6,BNL15580,,0.776951993,16.106987,101.24617,9.88560282,374.2606506,296.131778,53.68992996,390.2998047,14.82422256,330.1126922,4.947826362,1.973664675,735.0000401,0,0.705713924,14.82422256,1.2,2.473913181,1,16.68997002,393.9519653,9.07267952,9.742533684,49.9984436,350.1244812,31.82071495,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001973665,287.9742226,289.256987,59.88170276,-0.096527024,1.692108146,15.46560478,1.763346215,0.279408908,0.986394222,0.17605977,33.42264577,0.845792614,60.12149745,0.015333677
12,20190729,13:14:00,Derek,21_amb,ERAN6,BNL15580,,0.788930696,16.38677406,101.2463608,6.250492314,200.2980347,288.903059,53.00350952,389.946106,14.84190273,349.4710995,4.947826362,1.920055905,807.0000385,0,0.702730724,14.84190273,1.2,2.473913181,1,16.87195015,392.3451538,9.139361382,9.791035652,49.47568893,350.0994263,32.03693771,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001920056,287.9919027,289.5367741,32.04768483,-0.254737034,1.694037452,15.6143384,1.780237424,0.27296468,0.991306728,0.171966705,35.38267702,0.896203588,60.2791853,0.009704665
13,20190729,13:15:03,Derek,21_amb,ERAN6,BNL15580,,0.799383313,16.61739159,101.2462616,3.032352074,99.80548859,287.348992,52.46905518,390.0721436,14.8726902,368.121775,4.947826362,1.907262255,870.0000371,0,0.701586948,14.8726902,1.2,2.473913181,1,17.17285538,391.3663635,9.188343048,9.835570335,49.01634216,350.1403503,31.78855896,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001907262,288.0226902,289.7673916,15.96887782,-0.348115729,1.697401675,15.74504089,1.79519804,0.271576943,0.995814727,0.171085482,37.27095353,0.943727413,60.40912443,0.004706081
14,20190729,13:15:34,Derek,21_amb,ERAN6,BNL15580,,0.802340906,16.66744041,101.2461548,2.671849326,83.96102905,281.47501,52.40733719,390.2131653,14.90879536,370.0354309,4.947826362,1.875643728,901.0000364,0,0.703542456,14.90879536,1.2,2.473913181,1,17.18566895,391.3796997,9.218821526,9.855307579,49.02270889,350.1397095,31.68501282,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001875644,288.0587954,289.8174404,13.43376435,-0.354980829,1.701354452,15.78811789,1.800152902,0.266324195,0.997811997,0.167750602,37.46466452,0.948290483,60.34533899,0.004139672
15,20190729,13:16:08,Derek,21_amb,ERAN6,BNL15580,,0.806373703,16.71604919,101.2462311,1.928504096,70.75584412,279.003687,52.42545319,390.1535645,14.98958969,374.2531348,4.947826362,1.874558423,935.0000356,0,0.708985135,14.98958969,1.2,2.473913181,1,17.18349648,391.0652161,9.253059387,9.88919735,49.0531044,350.1166077,31.79808807,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001874558,288.1395897,289.8660492,11.32093481,-0.371575765,1.710229095,15.85281944,1.807617663,0.264110711,1.00124396,0.166345606,37.89171937,0.959245715,60.22468641,0.002980888
16,20190729,13:16:39,Derek,21_amb,ERAN6,BNL15580,,0.808576654,16.75216293,101.2469406,1.233322903,55.22697067,281.819288,52.47035599,390.231842,15.04612732,378.5379826,4.947826362,1.900742698,966.0000349,0,0.712061097,15.04612732,1.2,2.473913181,1,17.17858887,390.9085693,9.275518417,9.920323372,49.05986786,350.2243652,31.60159874,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001900743,288.1961273,289.9021629,8.83631511,-0.398307245,1.716463489,15.89914513,1.812979045,0.266632387,1.004402391,0.16794624,38.32581265,0.970033559,60.21677772,0.001904786
17,20190729,13:17:13,Derek,21_amb,ERAN6,BNL15580,,0.811663483,16.78732109,101.2458344,0.6679437,39.97647095,279.25556,52.4823494,390.021698,15.10682297,381.6166712,4.947826362,1.895705558,1000.000034,0,0.716301652,15.10682297,1.2,2.473913181,1,17.17852592,390.5039978,9.301655769,9.944872856,49.08788681,350.1498413,31.13925552,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001895706,288.256823,289.9373211,6.396235209,-0.415513225,1.723178601,15.94707203,1.818540433,0.2643364,1.00687695,0.166488853,38.63709828,0.978449848,60.11441868,0.001029989
18,20190729,13:17:56,Derek,21_amb,ERAN6,BNL15580,,0.813989795,16.82926559,101.2456818,-1.082057865,5.275740623,275.204331,52.4955101,390.2347412,15.15536213,392.3539551,4.947826362,1.876127827,1043.000033,0,0.718751177,15.15536213,1.2,2.473913181,1,17.18207359,390.1148071,9.337288857,9.973898888,49.14484787,350.1199341,31.33052635,3.154639244,0.007631067,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001876128,288.3053621,289.9792656,0.844118481,-0.448547656,1.72856537,15.99231386,1.823803988,0.260703665,1.009814193,0.164183359,39.72414367,1.005430613,60.07013312,-0.001664388
4,20190729,14:04:38,Derek,21_amb,ERAN6,BNL15581,,0.559361595,12.9090662,101.2084122,18.1405961,1999.655762,266.283206,69.77455902,389.9025269,15.04591942,272.2623166,4.881956789,1.704483001,1204.500022,0,0.673860568,15.04591942,1.35,2.440978394,1,11.51865959,397.1526794,9.650939941,10.30131721,65.36932373,350.15802,32.11254883,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001704483,288.1959194,286.0590662,319.9449147,1.571246199,1.716440527,13.97749281,1.601941554,0.252510199,1.042579959,0.15900108,27.55523676,0.698283027,62.25697125,0.029343187
5,20190729,14:05:22,Derek,21_amb,ERAN6,BNL15581,,0.556374634,12.95386124,101.2078705,17.64299334,1750.45166,274.279577,69.44755554,390.0159607,14.90811062,278.6330608,4.881956789,1.718157176,1248.500021,0,0.660540156,14.90811062,1.35,2.440978394,1,11.71348858,397.0768738,9.627533913,10.28318501,65.01961517,350.1344299,30.91326141,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001718157,288.0581106,286.1038612,280.0722594,1.299360493,1.701279412,13.93098593,1.59711389,0.259689616,1.040739256,0.163556663,28.19985873,0.714414508,62.73440495,0.028738402
6,20190729,14:05:54,Derek,21_amb,ERAN6,BNL15581,,0.562484389,13.11195564,101.2068634,17.13973938,1500.785156,280.593477,68.71849823,390.2076721,14.86330795,284.1472946,4.881956789,1.7431053,1280.50002,0,0.655864484,14.86330795,1.35,2.440978394,1,12.07635021,397.0789185,9.615815163,10.28103542,64.27215576,350.109436,31.39657211,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001743105,288.013308,286.2619556,240.1256196,1.024629446,1.696375832,13.9876318,1.602995737,0.265342739,1.040511348,0.167145127,28.75765643,0.728195048,62.93756559,0.02798503
7,20190729,14:07:29,Derek,21_amb,ERAN6,BNL15581,,0.594544534,13.69718647,101.2048874,15.90726271,1249.681519,290.053676,65.9180069,390.0679626,14.82121563,294.2939226,4.881956789,1.795799767,1375.500018,0,0.654865214,14.82121563,1.35,2.440978394,1,13.23665619,396.4717407,9.560353279,10.24570084,61.50867081,350.1129761,34.64100266,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.0017958,287.9712156,286.8471865,199.9490385,0.770003494,1.691780213,14.25920105,1.631459533,0.273787055,1.036914999,0.172507614,29.7839833,0.754468325,62.9628908,0.025969597
8,20190729,14:08:06,Derek,21_amb,ERAN6,BNL15581,,0.603090436,13.81423855,101.2046738,14.6369006,999.8417358,280.066861,65.24173737,390.1576538,14.81279373,298.8333196,4.881956789,1.742287043,1412.500017,0,0.656747033,14.81279373,1.35,2.440978394,1,13.12565517,396.0641479,9.553050995,10.21805573,60.99571991,350.08078,29.49033737,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001742287,287.9627937,286.9642385,159.9746742,0.513914733,1.690862029,14.31351614,1.637205432,0.264871765,1.034114996,0.166846118,30.24332862,0.765929661,62.76508383,0.023793374
9,20190729,14:09:12,Derek,21_amb,ERAN6,BNL15581,,0.61726494,14.01195908,101.2046585,13.74672393,750.3048706,267.099035,64.18165588,389.8286438,14.81297874,300.001002,4.881956789,1.675105448,1478.500015,0,0.660427928,14.81297874,1.35,2.440978394,1,13.3939085,395.3805847,9.542610168,10.18188572,60.15197754,350.1412048,30.97221375,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001675105,287.9629787,287.1619591,120.0487766,0.267596102,1.690882195,14.41246891,1.647719208,0.2532437,1.030454267,0.159466422,30.36149896,0.769571469,62.46322264,0.022243627
10,20190729,14:10:05,Derek,21_amb,ERAN6,BNL15581,,0.637178911,14.33990002,101.2041321,10.74345644,500.3075256,252.966095,63.02163696,390.1018066,14.9144392,315.3831224,4.881956789,1.610203182,1531.500014,0,0.66841645,14.9144392,1.35,2.440978394,1,13.78837681,394.4862671,9.598099709,10.21259308,59.22961044,350.1379395,31.69084358,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001610203,288.0644392,287.4899,80.04920231,0.02211989,1.701973068,14.62716961,1.67073553,0.24050401,1.033556619,0.151387081,31.91807518,0.808463629,62.15017064,0.017247592
11,20190729,14:10:50,Derek,21_amb,ERAN6,BNL15581,,0.642240799,14.430233,101.2021179,9.09288951,374.7064819,242.176831,62.86236954,390.1925964,14.98120594,323.7461107,4.881956789,1.553910065,1576.500013,0,0.672320573,14.98120594,1.35,2.440978394,1,13.79414463,393.932373,9.653670311,10.24668026,59.22431183,350.1262207,34.22071457,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00155391,288.1312059,287.580233,59.95303577,-0.10033037,1.709306317,14.70571947,1.679226543,0.230731069,1.036985744,0.145193349,32.76379208,0.829708492,62.01055131,0.014544412
12,20190729,14:11:48,Derek,21_amb,ERAN6,BNL15581,,0.63937334,14.47823334,101.2028275,5.46359589,201.1674957,226.495698,62.95336533,390.0136108,14.96754456,345.9810961,4.881956789,1.444256596,1634.500012,0,0.666089363,14.96754456,1.35,2.440978394,1,13.78741169,392.3374023,9.742198944,10.29333115,59.58267975,350.1296082,27.90821266,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001444257,288.1175446,287.6282333,32.1867986,-0.25746283,1.707803579,14.72288895,1.681087556,0.216453459,1.041714216,0.136151172,35.01426517,0.887100056,62.21328575,0.008749185
13,20190729,14:12:57,Derek,21_amb,ERAN6,BNL15581,,0.634418691,14.57658482,101.2008438,2.354875237,100.2256165,221.988061,62.68754196,390.0741272,14.81860352,368.5283752,4.881956789,1.377298253,1703.50001,0,0.647567609,14.81860352,1.35,2.440978394,1,14.11402321,391.1892395,9.789840698,10.31540585,59.49363708,350.1321716,30.2742424,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001377298,287.9686035,287.7265848,16.03609827,-0.332585873,1.691495385,14.69759417,1.678346466,0.212333039,1.043927776,0.133543085,37.29538254,0.944764981,62.87968143,0.00380239
14,20190729,14:13:34,Derek,21_amb,ERAN6,BNL15581,,0.640830971,14.73034954,101.2006378,1.659342749,85.17166901,230.381296,62.27357101,390.0525513,14.84650898,374.1252895,4.881956789,1.426184504,1740.50001,0,0.647163189,14.84650898,1.35,2.440978394,1,14.34518337,390.9069214,9.805252075,10.3495121,58.99872971,350.0941772,26.92355347,3.976567745,0.047136072,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001426185,287.996509,287.8803495,13.62746674,-0.355639705,1.694540415,14.78842926,1.688208197,0.219999443,1.047377226,0.138396171,37.86171792,0.959166369,63.02911771,0.002684512
